cause_id cause_name mapTarget
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P022
383 "Neonatal sepsis and other neonatal infections" P39
385 "Other neonatal disorders" P015
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D0410
847 "Acute myeloid leukemia" C9232
966 "Benign and in situ cervical and uterine neoplasms" N879
495 "Ischemic stroke" I6301
942 Myocarditis I408
566 "Other drug use disorders" F1612
975 "Diabetes mellitus type 1" E10319
976 "Diabetes mellitus type 2" E11319
657 Pyoderma A662
642 "Neural tube defects" Q052
644 "Orofacial clefts" Q372
648 "Other chromosomal abnormalities" Q912
650 "Urogenital congenital anomalies" Q5002
651 "Digestive congenital anomalies" Q793
652 "Other congenital birth defects" Q062
612 "Other gynecological diseases" N758
618 "Other hemoglobinopathies and hemolytic anemias" D582
690 "Pedestrian road injuries" V0600XA
693 "Motor vehicle road injuries" V872XXS
694 "Other road injuries" V820XXD
707 "Other exposure to mechanical forces" W35XXXS
715 "Foreign body in other body part" W458XXS
723 "Self-harm by other specified means" X710XXD
727 "Physical violence by other means" X960XXD
336 "Other meningitis" G032
367 "Maternal hemorrhage" O4401
368 "Maternal sepsis and other maternal infections" O91011
370 "Maternal obstructed labor and uterine rupture" O7102
375 "Indirect maternal deaths" O98812
379 "Other maternal disorders" O212
381 "Neonatal preterm birth" P228
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P102
495 "Ischemic stroke" I6502
527 "Peptic ulcer disease" K314
566 "Other drug use disorders" F1812
648 "Other chromosomal abnormalities" Q952
650 "Urogenital congenital anomalies" Q602
652 "Other congenital birth defects" Q107
595 "Urinary tract infections" N16
602 "Other urinary diseases" N312
612 "Other gynecological diseases" N832
707 "Other exposure to mechanical forces" W400XXD
723 "Self-harm by other specified means" X75XXXS
727 "Physical violence by other means" Y00XXXS
367 "Maternal hemorrhage" O622
379 "Other maternal disorders" O2601
381 "Neonatal preterm birth" P252
385 "Other neonatal disorders" P042
943 "Other leukemia" C9312
496 "Intracerebral hemorrhage" I6912
657 Pyoderma L0100
648 "Other chromosomal abnormalities" Q972
650 "Urogenital congenital anomalies" Q632
652 "Other congenital birth defects" Q302
595 "Urinary tract infections" N3001
707 "Other exposure to mechanical forces" W450XXS
727 "Physical violence by other means" Y0702
367 "Maternal hemorrhage" O679
379 "Other maternal disorders" O282
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P2401
385 "Other neonatal disorders" P049
657 Pyoderma L042
648 "Other chromosomal abnormalities" Q992
595 "Urinary tract infections" N342
602 "Other urinary diseases" N362
707 "Other exposure to mechanical forces" W460XXD
379 "Other maternal disorders" O3401
381 "Neonatal preterm birth" P773
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P911
385 "Other neonatal disorders" P082
847 "Acute myeloid leukemia" C9442
657 Pyoderma L088
652 "Other congenital birth defects" Q802
618 "Other hemoglobinopathies and hemolytic anemias" D608
707 "Other exposure to mechanical forces" W4901XA
367 "Maternal hemorrhage" O722
379 "Other maternal disorders" O401XX1
385 "Other neonatal disorders" P192
943 "Other leukemia" C9481
602 "Other urinary diseases" N412
379 "Other maternal disorders" O43812
385 "Other neonatal disorders" P2911
657 Pyoderma L97101
652 "Other congenital birth defects" Q8909
379 "Other maternal disorders" O4702
385 "Other neonatal disorders" P502
602 "Other urinary diseases" N453
379 "Other maternal disorders" O6002
385 "Other neonatal disorders" P611
602 "Other urinary diseases" N492
379 "Other maternal disorders" O632
385 "Other neonatal disorders" P616
379 "Other maternal disorders" O690XX0
379 "Other maternal disorders" O703
385 "Other neonatal disorders" P709
379 "Other maternal disorders" O74
385 "Other neonatal disorders" P742
385 "Other neonatal disorders" P782
379 "Other maternal disorders" O872
385 "Other neonatal disorders" P809
379 "Other maternal disorders" O92011
385 "Other neonatal disorders" P832
385 "Other neonatal disorders" P9209
394 Syphilis A5003
395 "Chlamydial infection" A5601
396 "Gonococcal infection" A5402
934 "Drug-susceptible tuberculosis" A156
361 Ascariasis B7789
335 "Meningococcal meningitis" A393
336 "Other meningitis" A878
402 "Acute hepatitis B" B169
368 "Maternal sepsis and other maternal infections" O2302
369 "Maternal hypertensive disorders" O10012
370 "Maternal obstructed labor and uterine rupture" O320XX2
374 "Ectopic pregnancy" O008
375 "Indirect maternal deaths" O24012
379 "Other maternal disorders" N983
383 "Neonatal sepsis and other neonatal infections" P3619
384 "Hemolytic disease and other neonatal jaundice" P559
385 "Other neonatal disorders" P003
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4402
943 "Other leukemia" C914
964 "Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms" D462
967 "Other benign and in situ neoplasms" N6009
495 "Ischemic stroke" G453
496 "Intracerebral hemorrhage" I613
497 "Subarachnoid hemorrhage" I6002
968 "Non-rheumatic calcific aortic valve disease" I358
969 "Non-rheumatic degenerative mitral valve disease" I348
970 "Other non-rheumatic valve diseases" I368
944 "Other cardiomyopathy" I425
514 "Other pneumoconiosis" J633
527 "Peptic ulcer disease" K253
528 "Gastritis and duodenitis" K292
562 "Opioid use disorders" F11120
563 "Cocaine use disorders" F14120
564 "Amphetamine use disorders" F15120
566 "Other drug use disorders" F13120
591 "Chronic kidney disease due to hypertension" I130
592 "Chronic kidney disease due to glomerulonephritis" N033
656 Cellulitis L03012
642 "Neural tube defects" Q01
643 "Congenital heart anomalies" Q203
644 "Orofacial clefts" Q357
645 "Down syndrome" Q909
648 "Other chromosomal abnormalities" Q873
649 "Congenital musculoskeletal and limb anomalies" Q6502
651 "Digestive congenital anomalies" Q383
652 "Other congenital birth defects" Q038
595 "Urinary tract infections" N118
596 Urolithiasis N209
602 "Other urinary diseases" N2581
604 "Uterine fibroids" D259
607 Endometriosis N803
608 "Genital prolapse" N8111
614 Thalassemias D563
615 "Sickle cell disorders" D5702
690 "Pedestrian road injuries" V0100XD
691 "Cyclist road injuries" V100XXS
692 "Motorcyclist road injuries" V200XXS
693 "Motor vehicle road injuries" V300XXS
694 "Other road injuries" V80010A
705 "Unintentional firearm injuries" W320XXS
707 "Other exposure to mechanical forces" W200XXS
711 "Non-venomous animal contact" W530
721 "Self-harm by firearm" X73
725 "Physical violence by firearm" X94
726 "Physical violence by sharp object" X990XXS
727 "Physical violence by other means" X920XXS
934 "Drug-susceptible tuberculosis" B908
368 "Maternal sepsis and other maternal infections" O8611
370 "Maternal obstructed labor and uterine rupture" O640XX2
995 "Maternal abortion and miscarriage" O02
375 "Indirect maternal deaths" O98012
379 "Other maternal disorders" O0902
381 "Neonatal preterm birth" P0702
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P0220
383 "Neonatal sepsis and other neonatal infections" P390
385 "Other neonatal disorders" P016
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D0411
847 "Acute myeloid leukemia" C924
495 "Ischemic stroke" I63011
942 Myocarditis I409
566 "Other drug use disorders" F16120
975 "Diabetes mellitus type 1" E1032
976 "Diabetes mellitus type 2" E1132
657 Pyoderma A663
642 "Neural tube defects" Q053
644 "Orofacial clefts" Q373
648 "Other chromosomal abnormalities" Q913
650 "Urogenital congenital anomalies" Q501
651 "Digestive congenital anomalies" Q794
652 "Other congenital birth defects" Q063
612 "Other gynecological diseases" N759
618 "Other hemoglobinopathies and hemolytic anemias" D588
690 "Pedestrian road injuries" V0600XD
693 "Motor vehicle road injuries" V873
694 "Other road injuries" V820XXS
707 "Other exposure to mechanical forces" W36
723 "Self-harm by other specified means" X710XXS
727 "Physical violence by other means" X960XXS
336 "Other meningitis" G038
367 "Maternal hemorrhage" O4402
368 "Maternal sepsis and other maternal infections" O91012
370 "Maternal obstructed labor and uterine rupture" O7103
375 "Indirect maternal deaths" O98813
379 "Other maternal disorders" O218
381 "Neonatal preterm birth" P229
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P103
495 "Ischemic stroke" I6503
527 "Peptic ulcer disease" K315
566 "Other drug use disorders" F18120
648 "Other chromosomal abnormalities" Q953
650 "Urogenital congenital anomalies" Q603
652 "Other congenital birth defects" Q11
602 "Other urinary diseases" N318
612 "Other gynecological diseases" N8320
707 "Other exposure to mechanical forces" W400XXS
723 "Self-harm by other specified means" X76
727 "Physical violence by other means" Y01
367 "Maternal hemorrhage" O623
379 "Other maternal disorders" O2602
381 "Neonatal preterm birth" P253
943 "Other leukemia" C933
496 "Intracerebral hemorrhage" I69120
657 Pyoderma L0101
648 "Other chromosomal abnormalities" Q973
650 "Urogenital congenital anomalies" Q633
652 "Other congenital birth defects" Q303
595 "Urinary tract infections" N301
707 "Other exposure to mechanical forces" W451
727 "Physical violence by other means" Y0703
379 "Other maternal disorders" O283
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P241
385 "Other neonatal disorders" P05
657 Pyoderma L043
648 "Other chromosomal abnormalities" Q998
595 "Urinary tract infections" N343
602 "Other urinary diseases" N364
707 "Other exposure to mechanical forces" W460XXS
379 "Other maternal disorders" O3402
381 "Neonatal preterm birth" P779
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P912
385 "Other neonatal disorders" P0821
657 Pyoderma L0881
652 "Other congenital birth defects" Q803
618 "Other hemoglobinopathies and hemolytic anemias" D609
707 "Other exposure to mechanical forces" W4901XD
367 "Maternal hemorrhage" O723
379 "Other maternal disorders" O401XX2
385 "Other neonatal disorders" P199
943 "Other leukemia" C9482
602 "Other urinary diseases" N413
379 "Other maternal disorders" O43813
385 "Other neonatal disorders" P2912
657 Pyoderma L97102
652 "Other congenital birth defects" Q891
379 "Other maternal disorders" O4703
385 "Other neonatal disorders" P503
602 "Other urinary diseases" N454
379 "Other maternal disorders" O6003
602 "Other urinary diseases" N493
379 "Other maternal disorders" O639
385 "Other neonatal disorders" P618
379 "Other maternal disorders" O690XX1
379 "Other maternal disorders" O704
385 "Other neonatal disorders" P71
379 "Other maternal disorders" O740
385 "Other neonatal disorders" P743
385 "Other neonatal disorders" P783
379 "Other maternal disorders" O873
385 "Other neonatal disorders" P81
379 "Other maternal disorders" O92012
385 "Other neonatal disorders" P833
385 "Other neonatal disorders" P921
394 Syphilis A5004
395 "Chlamydial infection" A5602
396 "Gonococcal infection" A5403
934 "Drug-susceptible tuberculosis" A157
361 Ascariasis B779
335 "Meningococcal meningitis" A394
336 "Other meningitis" A879
368 "Maternal sepsis and other maternal infections" O2303
369 "Maternal hypertensive disorders" O10013
370 "Maternal obstructed labor and uterine rupture" O320XX3
374 "Ectopic pregnancy" O009
375 "Indirect maternal deaths" O24013
379 "Other maternal disorders" N988
383 "Neonatal sepsis and other neonatal infections" P362
384 "Hemolytic disease and other neonatal jaundice" P56
385 "Other neonatal disorders" P004
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" C4409
943 "Other leukemia" C9140
964 "Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms" D4620
967 "Other benign and in situ neoplasms" N601
495 "Ischemic stroke" G454
496 "Intracerebral hemorrhage" I614
497 "Subarachnoid hemorrhage" I601
968 "Non-rheumatic calcific aortic valve disease" I359
969 "Non-rheumatic degenerative mitral valve disease" I349
970 "Other non-rheumatic valve diseases" I369
514 "Other pneumoconiosis" J634
527 "Peptic ulcer disease" K254
528 "Gastritis and duodenitis" K2920
562 "Opioid use disorders" F11121
563 "Cocaine use disorders" F14121
564 "Amphetamine use disorders" F15121
566 "Other drug use disorders" F13121
591 "Chronic kidney disease due to hypertension" I131
592 "Chronic kidney disease due to glomerulonephritis" N034
656 Cellulitis L03019
642 "Neural tube defects" Q010
643 "Congenital heart anomalies" Q204
644 "Orofacial clefts" Q359
648 "Other chromosomal abnormalities" Q874
649 "Congenital musculoskeletal and limb anomalies" Q651
651 "Digestive congenital anomalies" Q384
652 "Other congenital birth defects" Q039
595 "Urinary tract infections" N119
596 Urolithiasis N21
602 "Other urinary diseases" N2589
604 "Uterine fibroids" D26
607 Endometriosis N804
608 "Genital prolapse" N8112
614 Thalassemias D564
615 "Sickle cell disorders" D571
690 "Pedestrian road injuries" V0100XS
691 "Cyclist road injuries" V101
692 "Motorcyclist road injuries" V201
693 "Motor vehicle road injuries" V301
694 "Other road injuries" V80010D
705 "Unintentional firearm injuries" W321
707 "Other exposure to mechanical forces" W201
711 "Non-venomous animal contact" W5301
721 "Self-harm by firearm" X730
725 "Physical violence by firearm" X940
726 "Physical violence by sharp object" X991
727 "Physical violence by other means" X921
934 "Drug-susceptible tuberculosis" B909
368 "Maternal sepsis and other maternal infections" O8612
370 "Maternal obstructed labor and uterine rupture" O640XX3
995 "Maternal abortion and miscarriage" O020
375 "Indirect maternal deaths" O98013
379 "Other maternal disorders" O0903
381 "Neonatal preterm birth" P0703
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P0229
383 "Neonatal sepsis and other neonatal infections" P391
849 "Non-melanoma skin cancer (squamous-cell carcinoma)" D0412
847 "Acute myeloid leukemia" C9240
495 "Ischemic stroke" I63012
942 Myocarditis I41
566 "Other drug use disorders" F16121
975 "Diabetes mellitus type 1" E10321
976 "Diabetes mellitus type 2" E11321
657 Pyoderma A664
642 "Neural tube defects" Q054
644 "Orofacial clefts" Q374
648 "Other chromosomal abnormalities" Q914
650 "Urogenital congenital anomalies" Q502
651 "Digestive congenital anomalies" Q795
652 "Other congenital birth defects" Q064
612 "Other gynecological diseases" N76
618 "Other hemoglobinopathies and hemolytic anemias" D589
690 "Pedestrian road injuries" V0600XS
694 "Other road injuries" V821
707 "Other exposure to mechanical forces" W361
723 "Self-harm by other specified means" X711
727 "Physical violence by other means" X961
367 "Maternal hemorrhage" O4403
368 "Maternal sepsis and other maternal infections" O91013
370 "Maternal obstructed labor and uterine rupture" O711
375 "Indirect maternal deaths" O98819
379 "Other maternal disorders" O219
382 "Neonatal encephalopathy due to birth asphyxia and trauma" P104
495 "Ischemic stroke" I6509
527 "Peptic ulcer disease" K316
566 "Other drug use disorders" F18121
648 "Other chromosomal abnormalities" Q955
650 "Urogenital congenital anomalies" Q604
652 "Other congenital birth defects" Q110
602 "Other urinary diseases" N319
612 "Other gynecological diseases" N8329
707 "Other exposure to mechanical forces" W401
